"Taxon"	"NCBI_taxid"	"Synonyms"	"Taxonomic.level"	"Ecology"	"Diet_varies_by_lifestage"	"Other information"	"References"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Diplogasteridae;g__Acrostichus"	479149		"Genus"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Rhabditidae;g__Cephaloboides;s__Cephaloboides nidrosiensis"	479151		"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Rhabditidae;g__Oscheius;s__Oscheius guentheri"	479154		"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Epicypta;s__Platurocypta testata"	480150		"Species"	"Fungivores"	"No"		"Rollins, A.W., Stephenson, S.L., 2011. Global distribution and ecology of myxomycetes. Plant biology 12(1), 1-14."
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Trombidiformes;f__Demodicidae;g__Demodex;s__Demodex folliculorum"	481310		"Species"	"Detritivores"	"No"	"Usually found in the upper canal of the pilo-sebaceous unit and uses skin cells and sebum for nourishmen"	"Rather, P.A., Hassan, I., 2014. Human demodex mite: the versatile mite of dermatological importance. Indian journal of dermatology 59(1), 60."
"k__Metazoa;p__Nematoda;c__Enoplea;o__Trichinellida;f__Trichuridae;g__Trichuris;s__Trichuris discolor"	483153	"Trichocephalus discolor"	"Species"	"Carnivores"	"No"		"Collins, R., Cranwell, M., Mitchell, S., Wessels, M.E., Bradshaw, J., Allen, K., 2013. Trichuris discolor contributing to ill-thrift and diarrhoea in housed bullocks. Cattle Practice 21, 98–100."
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Aphelenchoididae;g__Ektaphelenchus;s__Ektaphelenchus obtusus"	483518		"Species"	"Carnivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Carabidae;g__Pterostichus;s__Pterostichus strenuus"	484362	"Pterostichus (Phonias) strenuus"	"Species"	"Carnivores"	"No"		"Hengeveld, R., 1979. Food Specialization in Ground Beetles: an Ecological or a Phylogenetic Process? (Coleoptera, Carabidae). Netherlands Journal of Zoology 30(4), 585–594. https://doi.org/10.1163/002829679x00205"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Tylenchus;s__Tylenchus arcuatus"	492086		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylopharyngidae;g__Tylopharynx;s__Tylopharynx foetidus"	492100	"Aphelenchus foetida"	"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Chaetopterygopsis;s__Chaetopterygopsis maclachlani"	492548		"Species"	"Herbivores"	"No"		"Glime, J.M. 2017. Aquatic Insects: Holometabolous Insects – Trichoptera, Suborders Integripalpia and Spicipalpia. In: Glime, J. M. (Ed.), Bryophyte Ecology 2(11-12), Michigan Technological University, Houghton, pp. 2-31."
"k__Metazoa;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Consorophylax;s__Consorophylax consors"	492552	"Stenophylax consors"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Tardigrada;c__Eutardigrada;o__Parachela;f__Isohypsibiidae;g__Isohypsibius;s__Isohypsibius papillifer"	500482		"NA"	"NA"	"NA"		
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Hoplolaimidae;g__Rotylenchus;s__Rotylenchus jaeni"	501211		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Aphelenchoididae;g__Aphelenchoides;s__Aphelenchoides heidelbergi"	502183	"Laimaphelenchus heidelbergi"	"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Sarcoptiformes;f__Ctenacaridae;g__Ctenacarus"	503172		"Genus"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Sarcoptiformes;f__Mycobatidae;g__Mycobates;s__Mycobates parmeliae"	503575		"Species"	"Herbivores"	"No"	"Feeds on lichens"	"Maraun, M., Erdmann, G., Fischer, B.M., Pollierer, M.M., Norton, R.A., Schneider, K., Scheu, S., 2011. Stable isotopes revisited: Their use and limits for oribatid mite trophic ecology. Soil Biology and Biochemistry 43(5), 877–882. https://doi.org/10.1016/j.soilbio.2011.01.003"
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Sarcoptiformes;f__Scheloribatidae;g__Scheloribates;s__Scheloribates ascendens"	503576		"Species"	"Fungivores"	"No"	"Feeds on arboricol fungi and mosses"	"Cordes, P.H., Maraun, M., Schaefer, I., 2022. Dispersal patterns of oribatid mites across habitats and seasons. Experimental and Applied Acarology 86(2), 173–187. https://doi.org/10.1007/s10493-022-00686-y"
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Sarcoptiformes;f__Epilohmanniidae"	503585		"Family"	"Detritivores"	"No"	"They stay temporarily feeding on construction material like phytophagous (Ph) mites that feed on the partially degraded vegetables remains"	"Alonso, A., Garrido, J., 2009. Arthropods in shag (Phalacrocorax aristotelis) nests from the National Park of the Atlantic Islands (NW Spain): occurrence and abundance at different breeding phases. Vie et Milieu/Life & Environment, 59–68."
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Sarcoptiformes;f__Atopochthoniidae;g__Atopochthonius;s__Atopochthonius artiodactylus"	503587		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Sarcoptiformes;f__Ceratoppiidae;g__Ceratoppia;s__Ceratoppia bipilis"	503588		"Species"	"Fungivores"	"No"		"Nae, I., Nae, A., Scheu, S., Maraun, M., 2021. Oribatid mite communities in mountain scree: stable isotopes (15N, 13C) reveal three trophic levels of exclusively sexual species. Experimental and Applied Acarology 83(3), 375–386. https://doi.org/10.1007/s10493-021-00597-4."
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Sarcoptiformes;f__Eremaeidae;g__Eueremaeus;s__Eueremaeus oblongus"	503621	"Eremaeus oblongus"	"Species"	"Herbivores"	"No"	"Microphytophagous"	"Kreibich, E., 2007. Oribatid mites (Oribatida, Acari) in the forests of the northeastern lowlands of Germany and their reaction to different aspects of forest conversion. University of Greifswald, PhD Thesis, 150 pp. https://nbn-resolving.org/urn:nbn:de:gbv:9-000416-2"
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Sarcoptiformes;f__Oribatulidae;g__Phauloppia;s__Phauloppia lucorum"	503639		"Species"	"Omnivores"	"No"		"Siepel, H., Ruiter-Dijkman, E.M., 1993. Feeding guilds of oribatid mites based on their carbohydrase activities. Soil Biology and Biochemistry 25(11), 1491–1497. https://doi.org/10.1016/0038-0717(93)90004-U"
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Sarcoptiformes;f__Scutoverticidae;g__Scutovertex"	504892		"Genus"	"Fungivores"	"No"		"http://taxondiversity.fieldofscience.com/2013/11/licneremaeoidea.html"
"k__Metazoa;p__Tardigrada;c__Eutardigrada;o__Parachela;f__Calohypsibiidae;g__Calohypsibius"	510445		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Collembola;o__Entomobryomorpha;f__Tomoceridae;g__Pogonognathellus;s__Pogonognathellus flavescens"	511703	"Macrotoma flavescens"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Hexanauplia;o__Harpacticoida;f__Canthocamptidae;g__Attheyella;s__Attheyella crassa"	512215	"Canthocamptus crassus"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Hexanauplia;o__Harpacticoida;f__Canthocamptidae;g__Itunella;s__Itunella muelleri"	512230	"Paramoraria muelleri"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Rhabditidae;g__Mesorhabditis;s__Mesorhabditis miotki"	512416	"Rhabditis miotki"	"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Diplogasteridae;g__Diplogastrellus"	516119	"Tawdenema"	"Genus"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Allogamus;s__Allogamus uncatus"	522520		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Hepialidae;g__Triodia;s__Triodia sylvina"	537462	"Hepialiscus sylvinus;Hepialus sylvina;Hepialus sylvinus;Phalaena sylvina"	"Species"	"Herbivores"	"No"		"Li, C., Li, L., Lu, Z., Sun, Y., Liu, L., Dong, S., Men, X., 2018. Characterization of the complete mitochondrial genome of the orange swift, Triodia sylvina. Mitochondrial DNA Part B 3(2), 533–535. https://doi.org/10.1080/23802359.2018.1467223"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Ecphyadophoridae;g__Ecphyadophora;s__Ecphyadophora tenuissima"	537483		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Telotylenchidae;g__Neodolichorhynchus;s__Neodolichorhynchus microphasmis"	537486		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Criconematidae;g__Ogma;s__Ogma cobbi"	537487	"Iota cobbi"	"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Alloionematidae;g__Alloionema;s__Alloionema appendiculatum"	538900		"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Angiostomatidae;g__Angiostoma"	538901		"Genus"	"Carnivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Coccinellidae;g__Propylaea;s__Propylaea quatuordecimpunctata"	558720	"Calvia quatuordecimpunctata;Propylaea quatuordecimpunctata;Propylea 14-punctata;Propylea quatuordecimpunctata"	"Species"	"Carnivores"	"No"	"Feeds on aphids"	"Obrycki, J.J., Orr, D.B., Orr, C.J., Wallendorf, M., Flanders, R.V., 1993. Comparative Developmental and Reproductive Biology of Three Populations of Propylea quatuordecimpunctata (Coleoptera: Coccinellidae). Biological Control 3(1), 27–33. https://doi.org/10.1006/bcon.1993.1005"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Muscidae;g__Limnophora;s__Limnophora exuta"	559652	"Calliophrys exuta"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Muscidae;g__Limnophora;s__Limnophora olympiae"	559654		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Muscidae;g__Limnophora;s__Limnophora riparia"	559655		"Species"	"Omnivores"	"Yes"	"Larvae are predators, adults feed on sucrose solution and yeast"	"Merritt, R.W., Wotton, R.S., 1988. The Life History and Behavior of Limnophora riparia (Diptera:Muscidae), a Predator of Larval Black Flies. Journal of the North American Benthological Society 7(1), 1–12. https://doi.org/10.2307/1467826"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Muscidae;g__Phaonia;s__Phaonia pallida"	559663		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Muscidae;g__Phaonia;s__Phaonia subventa"	559664		"Species"	"Omnivores"	"Yes"	"Larvae are predators, adults likely detritivores "	"Rotheray, G.E., Wilkinson, G., 2015. Trophic structure and function in the larva of predatory muscid flies (Diptera, Muscidae). Zoomorphology 134(4), 553–563. https://doi.org/10.1007/s00435-015-0284-5 / https://pictureinsect.com/wiki/Phaonia_subventa.html"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Anthomyiidae;g__Emmesomyia"	559672		"Genus"	"Detritivores"	"No"	"Coprophagous"	"Geiger, M., Moriniere, J., Hausmann, A., Haszprunar, G., Wägele, W., Hebert, P., Rulik, B., 2016. Testing the Global Malaise Trap Program – How well does the current barcode reference library identify flying insects in Germany? Biodiversity Data Journal 4. https://doi.org/10.3897/bdj.4.e10671"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Muscidae;g__Polietes;s__Polietes lardarius"	559703	"Musca lardaria"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Diplogasteridae;g__Demaniella"	560179		"Genus"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Enoplea;o__Triplonchida;f__Tripylidae;g__Tripylella"	560192		"Genus"	"Carnivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Aphelenchoididae;g__Aphelenchoides;s__Aphelenchoides saprophilus"	560199		"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Bunonematidae;g__Bunonema;s__Bunonema richtersi"	560200		"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Plectida;f__Plectidae;g__Chronogaster;s__Chronogaster typica"	560201	"Walcherenia typica"	"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Panagrolaimidae;g__Panagrolaimus;s__Panagrolaimus paetzoldi"	560203		"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Aphelenchoididae;g__Anomyctus;s__Anomyctus xenurus"	560209		"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Enoplea;o__Triplonchida;f__Bastianiidae;g__Dintheria;s__Dintheria tenuissima"	560211		"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Diplogasteroididae;g__Diplogasteroides"	560212	"Rhabdontolaimus"	"Genus"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Diplogasteroididae;g__Diplogasteroides;s__Diplogasteroides magnus"	560213	"Rhabditolaimus magnus"	"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Plectida;f__Ohridiidae;g__Domorganus;s__Domorganus macronephriticus"	560215		"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Platyhelminthes;c__Catenulida;o__;f__Stenostomidae;g__Stenostomum;s__Stenostomum bryophilum"	570253		"NA"	"NA"	"NA"		
"k__Metazoa;p__Platyhelminthes;c__Catenulida;o__;f__Stenostomidae;g__Rhynchoscolex ;s__Rhynchoscolex simplex"	570263		"Family"	"Omnivores"	"No"		"Núñez-Ortiz, A.R., Nandini, S., Nandini, S.S.S., 2016. Demography and feeding behavior of Stenostomum leucops (Dugés, 1828). Journal of Limnology 75(s1). https://doi.org/10.4081/jlimnol.2016.1369"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Eudonia"	572712	"Witlesia"	"Genus"	"Detritivores"	"No"		"Garre, M., Girdley, J., Guerrero, J., Rubio, R., Ortiz, A. S., 2021. An annotated checklist of the Crambidae of the region of Murcia (Spain) with new records, distribution and biological data (Lepidoptera: Pyraloidea, Crambidae). Biodiversity Data Journal 9. https://doi.org/10.3897/bdj.9.e69388"
"k__Metazoa;p__Arthropoda;c__Collembola;o__Entomobryomorpha;f__Tomoceridae;g__Tomocerus;s__Tomocerus kinoshitai"	574224	"Tomocerus kinoshitai"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Tardigrada;c__Eutardigrada;o__Parachela;f__Hypsibiidae;g__Diphascon;s__Diphascon pingue"	576294	"Hypsibius pinguis"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Tardigrada;c__Eutardigrada;o__Parachela;f__Hypsibiidae;g__Hypsibius;s__Hypsibius convergens"	576298	"Macrobiotus convergens"	"Species"	"Microbivores"	"No"		"Guidetti, R., Colavita, C., Altiero, T., Bertolani, R., Rebecchi, L., 2007. Energy allocation in two species of Eutardigrada. Journal of Limnology 66(1s), 111. https://doi.org/10.4081/jlimnol.2007.s1.111"
"k__Metazoa;p__Tardigrada;c__Eutardigrada;o__Parachela;f__Macrobiotidae;g__Minibiotus;s__Minibiotus gumersindoi"	576301		"NA"	"NA"	"NA"		
"k__Metazoa;p__Tardigrada;c__Eutardigrada;o__Parachela;f__Murrayidae;g__Murrayon;s__Murrayon dianeae"	576302	"Macrobiotus dianae"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Tardigrada;c__Eutardigrada;o__Parachela;f__Hypsibiidae;g__Astatumen;s__Astatumen trinacriae"	576305	"Itaquascon trinacriae"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Tardigrada;c__Eutardigrada;o__Parachela;f__Isohypsibiidae;g__Eremobiotus;s__Eremobiotus alicatai"	576307	"Isohypsibius alicatai"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Filenchus;s__Filenchus misellus"	583334	"Ditylenchus misellus"	"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Tylenchidae;g__Filenchus;s__Filenchus discrepans"	583335	"Ottolenchus discrepans;Tylenchus discrepans"	"Species"	"Fungivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Carabidae;g__Amara;s__Amara aenea"	585988	"Amara (Amara) aenea;Carabus aeneus"	"Species"	"Herbivores"	"No"	"Eat pollen, fungi, and other insects; however, they are primarily granivorous and feed on plant seeds"	"Ward, M.J., Ryan, M.R., Curran, W.S., Barbercheck, M.E., Mortensen, D.A., 2011. Cover Crops and Disturbance Influence Activity-Density of Weed Seed Predators Amara aenea and Harpalus pensylvanicus (Coleoptera: Carabidae). Weed Science 59(1), 76–81. https://doi.org/10.1614/ws-d-10-00065.1"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Carabidae;g__Anchomenus;s__Anchomenus dorsalis"	586010	"Agonum dorsale"	"Species"	"Carnivores"	"No"	"Specialized entomophage"	"Brygadyrenko, V., Avtaeva, T., Matsyura, A., 2021. Effect of global climate change on the distribution of Anchomenus dorsalis (Coleoptera, Carabidae) in Europe. Acta Biologica Sibirica 7, 237–260. https://doi.org/10.3897/abs.7.e72409"
"k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Panagrolaimidae;g__Panagrolaimus;s__Panagrolaimus rigidus"	591433	"Leptodera rigida"	"Species"	"Bacterivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Arachnida;o__Opiliones;f__Trogulidae;g__Anelasmocephalus;s__Anelasmocephalus cambridgei"	591633		"Species"	"Carnivores"	"No"		"https://srs.britishspiders.org.uk/portal.php/p/Summary/s/Anelasmocephalus+cambridgei (Accessed 10 April 2025)"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Chaetopteryx;s__Chaetopteryx fusca"	591973		"Species"	"Detritivores"	"No"		"Kiss, O., 2004. Functional feeding groups of trichoptera along the vöröskö valley rill, bükk mts., North Hungary. Acta entomologica slovenica 12(1), 123-128."
"k__Metazoa;p__Arthropoda;c__Insecta;o__Trichoptera;f__Rhyacophilidae;g__Rhyacophila;s__Rhyacophila balcanica"	591981		"Species"	"Carnivores"	"No"		"Resh, V.H., Cardé, R.T. (Eds.), 2009. Encyclopedia of Insects, second ed. Academic Press, London."
"k__Metazoa;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Annitella;s__Annitella apfelbecki"	591983	"Chaetopterygopsis apfelbecki"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Nematoda;c__Enoplea;o__Dorylaimida;f__Longidoridae;g__Longidorus;s__Longidorus sturhani"	592162		"Species"	"Herbivores"	"No"		"http://nemaplex.ucdavis.edu/"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Hemiptera;f__Aleyrodidae;g__Aleurocanthus;s__Aleurocanthus spiniferus"	593793	"Aleurodes spiniferus"	"Species"	"Herbivores"	"No"		"Radonjić, S., Hrnčić, S., Malumphy, C., 2014. First record of Aleurocanthus spiniferus (Quaintance)(Hemiptera Aleyrodidae) in Montenegro. Redia 97, 141-145."
"k__Metazoa;p__Arthropoda;c__Diplopoda;o__Polydesmida;f__Paradoxosomatidae;g__Nedyopus"	595208		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Gnoriste;s__Gnoriste bilineata"	608677		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Grzegorzekia;s__Grzegorzekia collaris"	608679	"Sciophila collaris"	"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Neoempheria"	608686		"Genus"	"Carnivores"	"No"	"Larvae are likely carnivores"	"Jakovlev, J., 2012. Fungal hosts of mycetophilids (Diptera: Sciaroidea excluding Sciaridae): a review. Mycology 3(1), 11–23. https://doi.org/10.1080/21501203.2012.662533"
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Rondaniella;s__Rondaniella dimidiata"	608695		"Species"	"Fungivores"	"No"		"Väisänen, R., 1981. Is there more than one successional phase in the mycetophilid (Diptera) community feeding on a mushroom? Annales Zoologici Fennici 18, 199-201."
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Synapha;s__Synapha vitripennis"	608699		"NA"	"NA"	"NA"		
"k__Metazoa;p__Arthropoda;c__Insecta;o__Diptera;f__Mycetophilidae;g__Tetragoneura"	608702		"Genus"	"Fungivores"	"No"		"Jakovlev, J., 2012. Fungal hosts of mycetophilids (Diptera: Sciaroidea excluding Sciaridae): a review. Mycology 3(1), 11–23. https://doi.org/10.1080/21501203.2012.662533"
